English	Marathi
I'll do whatever you want.	Mi tumhi je kahi vichar karat aahe te karen.
I'll expect you next week.	Mi tumhala agami haptyat aawlayla vichar karen.
I'll explain it all later.	Mi sarva vistarane samjhavayla aawlayla.
I'll explain it all later.	Mi sarva samjhavayla aawlayla.
I'll figure something out.	Mi kahi vichar karen.
I'll find my own way back.	Mi majhya margane parat yen.
I'll find out soon enough.	Mi jaldach kalu shakto.
I'll fix you a cup of tea.	Mi tumhala ek cup chai tayar karen.
I'll get there before you.	Mi tumhya aawlayla adhi yein.
I'll give it my best shot.	Mi majhya best shot denar aahe.
I'll give you a lift home.	Mi tumhala ghar paryant drop karen.
I'll go and get your coat.	Mi tumcha coat ghyayla jaato.
I'll go anywhere you want.	Mi tumhi jashya kade jau shakto.
I'll go take a shower now.	Mi ata shower ghyayla jaato.
I'll hang onto it for now.	Mi ata he thevto.
I'll hang onto it for now.	Mi ata he thevto.
I'll have a talk with Tom.	Mi Tom barobar bolayla jaato.
I'll have to do it myself.	Mi he swatah karayla lagel.
I'll help you if possible.	Mi tumhala madat karen jar shakya asel tar.
I'll join you in a moment.	Mi thodi vel madhe tumchya barobar join karen.
I'll join you there later.	Mi tya kade parat yein.
I'll just get you started.	Mi tumhala shuru karayla madat karen.
I'll just leave this here.	Mi he ithe thevto.
I'll kill the both of you.	Mi tumhala donhi la maren.
I'll leave Boston tonight.	Mi aaj raat Boston chalu karen.
I'll leave that up to you.	Mi he tumchya kade thevto.
I'll lend you my notebook.	Mi tumhala majha notebook dhenar aahe.
I'll make a pot of coffee.	Mi ek coffee pot tayar karen.
I'll make you proud of me.	Mi tumhala majhya var proud karen.
I'll make you some coffee.	Mi tumhala coffee tayar karen.
I'll need you to be there.	Mala tumhala ithe asayla lagel.
I'll need you to be there.	Mala tumhala ithe asayla lagel.
I'll never be that famous.	Mi kadhi hi ti famous nahi hoon.
I'll never be young again.	Mi kadhi hi yuva nahi hoon.
I'll never forgive myself.	Mi swatah la kadhi hi maaf karu nahi.
I'll never understand you.	Mi tumhala kadhi hi samajhu nahi.
I'll remember you forever.	Mi tumhala sadaiv smarato.
I'll say it one more time.	Mi ek da punha sangto.
I'll see to it right away.	Mi turant he sambhalen.
I'll see what is possible.	Mi kay sambhav aahe te baghen.
I'll see you at the party.	Mi tumhala party madhe baghen.
I'll show my album to you.	Mi tumhala majha album dakhavto.
I'll show you around town.	Mi tumhala shehar ghoonvato.
I'll show you the way out.	Mi tumhala baher jaayla marg dakhavto.
I'll show you where it is.	Mi tumhala te kuthe aahe dakhavto.
I'll spend the night here.	Mi ithe raat ghalen.
I'll stay a few more days.	Mi thode divas adhik rahen.
I'll stay out of your way.	Mi tumchya margatun dur rahen.
I'll take care of the cat.	Mi billyacha khayal rakhin.
I'll take care of you all.	Mi tumhala saglyanchya khayal rakhin.
I'll talk to you tomorrow.	Mi tumhala udya bolen.
I'll tell you what I know.	Mi tumhala majha mahiti sangto.
I'll tell you what to say.	Mi tumhala kay sangaycha he sangto.
I'll text you the address.	Mi tumhala address SMS karen.
I'll try to distract them.	Mi tyanna distract karayla prayatna karen.
I'll try to keep it short.	Mi he short thevayla prayatna karen.
I'll try to remember that.	Mi he smaranya la prayatna karen.
I'll turn it into a house.	Mi te ek ghar madhe badalen.
I'll walk you to the gate.	Mi tumhala darwaja paryant neto.
I'm a fan of German opera.	Mi German opera cha fan aahe.
I'm a high school student.	Mi ek high school cha vidhyarthi aahe.
I'm a little disappointed.	Mi thoda nirash aahe.
I'm a pretty good student.	Mi khup chaan vidhyarthi aahe.
I'm a pretty good swimmer.	Mi khup chaan swimmer aahe.
I'm a pretty happy person.	Mi khup khush vyakti aahe.
I'm adding the last touch.	Mi shevatchya sparshacha jodo deto.
I'm afraid I don't follow.	Mala bhiti aahe ki mi follow karu shakat nahi.
I'm afraid he cannot come.	Mala bhiti aahe ki to yeu shakat nahi.
I'm afraid of earthquakes.	Mala bhookamp cha bhiti aahe.
I'm almost as tall as Tom.	Mi Tom ja sarkha jast uncha aahe.
I'm always under pressure.	Mi sadaiv daba khali aahe.
I'm as curious as you are.	Mi tumcha sarkha utsuk aahe.
I'm as shocked as you are.	Mi tumcha sarkha aashcharya vatlaa.
I'm ashamed of what I did.	Mala majha kela var laaj vattate.
I'm asking what you think.	Mi vicharato ki tumhi kay vichar karat aahe.
I'm at the end of my rope.	Mala sagla kahi samjat nahi.
I'm attaching three files.	Mi teen files attach karto.
I'm beginning to hate her.	Mi tichya var krodh karayala suru karto.
I'm being honest with you.	Mi tumchya barobar sachcha aahe.
I'm being paid to do this.	Mala he karayla pay kela jate.
I'm bringing home a pizza.	Mi ghar pizza anotoy.
I'm busy with my homework.	Mi majhya homework sathi busy aahe.
I'm coming to pick you up.	Mi tumhala ghenyasathi yeto.
I'm considering resigning.	Mi resign karayla vichar karto.
I'm counting on your help.	Mi tumchya madetvar vishwas thevto.
I'm cutting my trip short.	Mi majha pravas lhota karto.
I'm delighted to meet you.	Mi tumhala baghun khush aahe.
I'm doing the right thing.	Mi yogya goshti karto.
I'm doing the right thing.	Mi yogya goshti karto.
I'm done listening to you.	Mi tumhala aawaz aawlaycha band karto.
I'm done with all of that.	Mi saglyavar purn aahe.
"I'm fairly busy, actually."	Mi pratyek vel busy aahe.
I'm feeling kind of tired.	Mala thoda thaka vattato.
I'm finishing my homework.	Mi majha homework purn karto.
I'm gathering information.	Mi makahiti gathers karto.
I'm getting a bad feeling.	Mala ek kharab feel vattato.
I'm getting tired of this.	Mala he thaktay.
I'm getting tired of this.	Mala he thaktay.
I'm glad I could help out.	Mi khush aahe ki mi madat karu shaklo.
I'm glad I could help you.	Mi khush aahe ki mi tumhala madat karu shaklo.
I'm glad I make you happy.	Mi khush aahe ki mi tumhala khush karto.
I'm glad that Tom is here.	Mi khush aahe ki Tom ithe aahe.
I'm glad that you'll come.	Mi khush aahe ki tumhi yeta.
I'm glad that you're here.	Mi khush aahe ki tumhi ithe aahat.
I'm glad to see you again.	Mi tumhala punha baghun khush aahe.
I'm glad to see you're OK.	Mi khush aahe ki tumhi theek aahat.
I'm glad you didn't do it.	Mi khush aahe ki tumhi he kela nahi.
I'm glad you realize that.	Mi khush aahe ki tumhi he jaanal.
I'm glad you weren't here.	Mi khush aahe ki tumhi ithe nahi hota.
I'm glad you're all right.	Mi khush aahe ki tumhi theek aahat.
I'm glad you're my friend.	Mi khush aahe ki tumhi majhe mitra aahat.
I'm going back to college.	Mi college la parat jato.
I'm going back to college.	Mi college la parat jato.
I'm going out for a drink.	Mi ek drink ghenyasathi nighato.
I'm going out for a while.	Mi thodi vel nighato.
I'm going to be a teacher.	Mi ek shikshak honen.
I'm going to be all right.	Mi theek raahen.
I'm going to be gone soon.	Mi jald nighun jaanar.
I'm going to be out today.	Mi aaj baher jaanar aahe.
I'm going to be over here.	Mi ithe raahen.
I'm going to build a fire.	Mi ek aag laven.
I'm going to cook for you.	Mi tumhala khana pakven.
I'm going to cook for you.	Mi tumhala khanayla tayar karen.
I'm going to drive myself.	Mi swatah gadi chalavto.
I'm going to the hospital.	Mi hospital la jaato.
I'm growing a beard again.	Mi punha beard kadhat aahe.
I'm happy to see you here.	Mi ithe tumhala baghun khush aahe.
I'm headed back into town.	Mi sheharat parat jaato.
I'm here to do what I can.	Mi majhya shakya pramane karayla ithe aahe.
I'm in charge of security.	Mi security sathi responsible aahe.
I'm in charge of shopping.	Mi shopping sathi responsible aahe.
I'm just following orders.	Mi keval orders obey karto.
I'm just trying to get by.	Mi keval chalavayla prayatna karto.
I'm keeping my mouth shut.	Mi majha zubaan band thevto.
I'm learning how to drive.	Mi gadi chalavaychi shikto.
I'm looking for a sweater.	Mi ek sweater shodhat aahe.
I'm looking for a sweater.	Mi ek chandail shodhat aahe.
I'm looking for batteries.	Mi batteries shodhat aahe.
I'm looking for my camera.	Mi majha camera shodhat aahe.
I'm looking forward to it.	Mi ya vishayavar khup utsuk aahe.
I'm majoring in sociology.	Mi sociology madhe specialization karto.
I'm much younger than you.	Mi tumhya peksha khup yuva aahe.
I'm not buying your story.	Mi tumchi kahani ghatat nahi.
I'm not convinced of that.	Mi ya vishayavar vishwas nahi thevto.
I'm not convinced of that.	Mi ya vishayavar vishwas nahi thevto.
I'm not done with you yet.	Mi tumchya barobar kadhi hi nahi purna kela.
I'm not exactly surprised.	Mi khup aashcharya nahi vatat.
I'm not finished with him.	Mi tyachya barobar kadhi hi nahi purna kela.
I'm not going to call Tom.	Mi Tom la call karaycha nahi.
I'm not going to eat this.	Mi he khanayacha nahi.
I'm not going to help you.	Mi tumhala madat karaycha nahi.
I'm not going to hurt you.	Mi tumhala dukhavaycha nahi.
I'm not going to pass out.	Mi faint nahi honar.
I'm not going to touch it.	Mi he touch karaycha nahi.
I'm not happy with my job.	Mala majha job avadla nahi.
I'm not in good shape now.	Mi ata khup chaan nahi aahe.
I'm not learning anything.	Mi kahi nahi shikto.
I'm not like other people.	Mi any lokanna sarkha nahi aahe.
I'm not like that anymore.	Mi aasa nahi aahe.
I'm not on anybody's side.	Mi kashyatari cha paksha nahi aahe.
I'm not planning anything.	Mi kahi plan nahi karto.
I'm not pressed for money.	Mala paisa lagaycha nahi.
I'm not scared of anybody.	Mi kashyatari la bhiti nahi.
I'm not so good at tennis.	Mi tennis madhe khup chaan nahi aahe.
I'm not supposed to drink.	Mi sharaab pinyacha nahi aahe.
I'm not sure I understand.	Mala kalat nahi aahe.
I'm not sure if he saw it.	Mala kalat nahi ki to te baghitla ki nahi.
I'm not telling you again.	Mi punha tumhala nahi sangto.
I'm not that kind of girl.	Mi he prakar chi mulgi nahi aahe.
I'm not thinking about it.	Mi ya vishayavar nahi vichar karat.
I'm not thirsty right now.	Mala ata thirst nahi aahe.
I'm not used to this heat.	Mi ya garmi la accustomed nahi aahe.
I'm not usually this busy.	Mi saadharanatya khup busy nahi aahe.
I'm not what I used to be.	Mi jashya hoti te nahi aahe.
I'm not worried about Tom.	Mala Tom cha vishayavar vichar nahi aahe.
I'm not worried about him.	Mala tyacha vishayavar vichar nahi aahe.
I'm not writing about you.	Mi tumcha vishayavar nahi lihit aahe.
I'm often only half awake.	Mi adhikansha aadi jagla aahe.
I'm reading the newspaper.	Mi akhbar vachat aahe.
I'm really busy right now.	Mi ata khup busy aahe.
I'm relieved to hear that.	Mala he vicharun sukhad vatla.
I'm relieving you of duty.	Mi tumhala duty pasun mukti dete.
I'm running out of energy.	Mala energy kami hoti aahe.
I'm so confused right now.	Mala ata khup confuse vatat aahe.
"I'm so happy for you, Tom."	Mala Tom sathi khup khushi vatat aahe.
I'm sorry I yelled at you.	Mala kharich kharich tumhala yell karayla maaf kara.
I'm sorry about yesterday.	Mala kal cha vishayavar maaf kara.
I'm sorry about your loss.	Mala tumcha loss vishay maaf kara.
I'm sorry if I scared you.	"Mala maaf kara, jar mi tumhala bhiti vhayla lagla."
"I'm sorry, I don't buy it."	"Mala maaf kara, mi he ghatat nahi."
I'm still shopping around.	Mi aata hi shopping karat aahe.
I'm still studying French.	Mi French shikto aahe.
I'm studying kabuki drama.	Mi kabuki drama shikto aahe.
I'm sure Mom will get mad.	Mala vishwas aahe ki Aai khup krodhit honar.
I'm sure Tom is suffering.	Mala vishwas aahe ki Tom dukhit aahe.
I'm sure Tom was involved.	Mala vishwas aahe ki Tom involved hota.
I'm sure he would approve.	Mala vishwas aahe ki to manjoor karen.
I'm sure we can trust Tom.	Mala vishwas aahe ki aapan Tom var vishwas thevu shakto.
I'm sure you're very busy.	Mala vishwas aahe ki tu khup busy aahe.
I'm terrible at languages.	Mi bhashanat khup chukla aahe.
I'm too poor to marry her.	Mi khup garib aahe ti la marry karayla.
I'm too tired to do study.	Mi study karayla khup thakla aahe.
I'm trying to talk to you.	Mi tumchya barobar bolayla prayatna karto.
I'm usually not this busy.	Mi saadharanatya khup busy nahi aahe.
I'm very glad to meet you.	Mi tumhala baghun khup khush aahe.
I'm very happy to be here.	Mi ithe aaun khup khush aahe.
I'm very happy to see you.	Mi tumhala baghun khup khush aahe.
I'm very sad to hear that.	Mala he vicharun khup udas vatla.
I'm very sad to hear that.	Mala he vicharun khup udas vatla.
I'm waiting for my friend.	Mi majhya mitracha wait karto.
I'm waiting for my mother.	Mi majhya aai cha wait karto.
I'm waiting for your help.	Mi tumchya madat cha wait karto.
I'm watching the Olympics.	Mi Olympics baghit aahe.
I've already fed the baby.	Mi baby la already khavla aahe.
I've always hated biology.	Mi hamesha biology la avadla nahi.
I've been all over Europe.	Mi Europe madhe khup gela aahe.
I've been calling all day.	Mi divas bhar call karto.
I've been walking all day.	Mi divas bhar walk karto.
I've been working all day.	Mi divas bhar work karto.
I've given up eating meat.	Mi maans khanyala band kela aahe.
I've got a little problem.	Mala ek chhota problem aahe.
I've got no time for that.	Mala tyasathi vel nahi aahe.
I've got pliers in my car.	Majhya car madhe tenaille aahe.
I've got really good news.	Mala khup chaan khabar aahe.
I've got somebody with me.	Majhya barobar ek jan aahe.
I've got something better.	Mala ek chhan vikalp aahe.
I've got this one covered.	Mi he sambhalu shakto.
I've got to see a dentist.	Mala dentist kade jaanaycha aahe.
I've just finished dinner.	Mi ata dinner finish kela aahe.
I've known that all along.	Mala he sarvashya samayapasun mahit aahe.
I've made lots of friends.	Mi khup mitra banavle aahe.
I've met people like that.	Mi asha lokanna bhetle aahe.
I've met that girl before.	Mi ti mulgi pehle bhetle aahe.
I've never been to Europe.	Mi kadhi hi Europe madhe nahi gela.
I've never broken the law.	Mi kadhi hi kanun bhangla nahi.
I've never seen you laugh.	Mi kadhi hi tumhala hasat nahi baghitla.
I've seen all your movies.	Mi tumchya sarva movies baghitlya aahe.
I've tried to contact Tom.	Mi Tom la contact karayla prayatna kela.
I've tried to talk to Tom.	Mi Tom barobar bolayla prayatna kela.
If only I could go skiing.	Kaash mi skiing karu shaklo.
If only I could sing well.	Kaash mi chaan gaayla shaklo.
If only he had been there.	Kaash to ithe asla hote.
"If you don't eat, you die."	"Jar tu khana nahi, tar tu maru shakto."
"If you heat ice, it melts."	"Jar tu ice la heat karas, tar te melt hote."
"If you want to talk, talk."	"Jar tumhala bolaycha asel, tar bol."
"If you're happy, I'm glad."	"Jar tu khush asel, tar mi khush aahe."
"If you're happy, I'm glad."	"Jar tumhi khush asel, tar mi khush aahe."
"If you're not happy, quit."	"Jar tu khush nahi asel, tar chalu."
"In a sense, you are right."	"Ek prakarane, tumhi yogya aahe."
"In a sense, you are right."	"Ek prakarane, tu yogya aahe."
"In a sense, you are right."	"Ek prakarane, tumhi yogya aahe."
"In a sense, you are right."	"Ek prakarane, tu yogya aahe."
"In case of fire, dial 119."	"Aag jhalyavar, 119 dial kara."
"In my opinion, he's right."	"Majhya matane, to yogya aahe."
"In my opinion, he's right."	"Majhya matane, to yogya aahe."
Is Tom's name on the list?	Tom cha nav list var aahe ka?
