English,Marathi
I'll explain everything in detail.," ""Mi sagla detail madhe explain karen."""
I let my sister use my new computer.,Mi apli behen la majhe navin computer vapraayla dile.
I lied to my boyfriend about my age.,Mi maza boyfriend la mazy age badal chukli.
I like the slow rhythm of that song.,Mala ti gaan cha slow rhythm avadta.
I like things just the way they are.,Mala sagle jase ahe tasech avadta.
I like to listen to classical music.,Mala classical music aiku avadta.
I locked myself out of my apartment.,Mi majha apartment madun baher chalat jhalay.
I looked for him in the supermarket.,Mi tyala supermarket madhe shodhlay.
"I looked, but I didn't see anything.","Mi baghitla, pan kahi disla nahi."
I lost my key somewhere around here.,Mi majhi key ekhadi jagah var ghalali.
I lost my purse on my way to school.,Mi school la jatana majha purse ghalala.
I loved that movie when I was a kid.,"Jevha mi chhotay hota, mi tya movie la khoop avadla."
I made several mistakes in the exam.,Mi exam madhe kayi chukha keli.
I made sure no one was following me.,Mi check kela ki koi pan mala follow kart nahi.
I managed to make him understand it.,Mi tyala samjun ghene saathi madat keli.
I may have seen that girl somewhere.,Kahi jagah mi ti mulgi pahili asu shakto.
I may know someone who can help you.,Mi kahi loka janato je tumhala madat karu shaktil.
I met her on the street by accident.,Mi tichya sadya sadya rastya var sanga.
I met him once when I was a student.,"Jevha mi student hota, mi tyala ekda mula."
"I might be drunk, but I'm not crazy.","Mi madak asu shakto, pan mi pagal nahi."
I missed the last train last Friday.,Mi last Friday last train chukali.
I need a hacksaw to finish this job.,Mi ha job purta karayla ek hacksaw havi ahe.
I need a new broom. This one's shot.,Mi ek navi broom havi ahe. Hi chukli ahe.
I need someone who can speak French.,Mi ek loka hava je French bolu shaktil.
I need thread to sew on this button.,Mi ya button sath thread havi ahe.
I never have had occasion to use it.,Mi kadhi hi vastu vaparla nahi.
I never have trouble falling asleep.,Mala kabhi nidra lagane madhe problem nahi.
I never imagined anything like this.,Mi asha goshti kadi imagine keli nahi.
I never imagined he'd do that to me.,Mi kadhi nahi imagine keli ki to mala asa karil.
I never let anyone else feed my dog.,Mi kadhi pan anya loka la majha dog feed karaycha nahi dile.
I never really gave it much thought.,Mi kadhi itka vichar kela nahi.
I never said this job would be easy.,Mi kadhi nahi mhantle ki ha job easy asel.
I never thought you really did that.,Mi kadhi nahi vicharlela ki tumhi te kela.
I no longer have the energy to talk.,Mi bolaycha energy nahi rakhato.
I no longer wish to be your husband.,Mi tumcha husband rahaycha nahi iccha nahi.
I object to being treated like that.,Mi ashe treatment detana nafarat karto.
I only quit because you asked me to.,Mi fakta tumhi mala request keli mhanun stop kela.
I opened the drawer to get a pencil.,Mi ek pencil ghyayla drawer open keli.
I ordered this swimsuit from France.,Mi ha swimsuit France madhun order kela.
I overslept so I was late to school.,Mi zara jasta sullay mhanun school la late zhalay.
I owe what I am today to my parents.,Mi aaj je ahe te majha parents la owe karto.
I paid him on the spot for his work.,Mi tyala tyachya work sathi immediately pay kela.
I persuaded him to consult a doctor.,Mi tyala doctor la consult karayla manavla.
I persuaded him to give up the idea.,Mi tyala idea chhodayla manavla.
I probably shouldn't have done that.,Mi probably te karaycha nahi hota.
I reached Nagoya early this morning.,Mi aaj sagla sahkal Nagoya la reach zhalay.
I read the book from cover to cover.,Mi book cover pasun cover paryant okhlela.
I really don't recommend that today.,Mi aaj te recommend nahi karto.
I really feel like crying right now.,Mi aata really roonyacha man karat ahe.
I really have to finish my homework.,Mi aata really majhe homework finish karaycha ahe.
I really need to be alone right now.,Mi aata really alone rahaycha ahe.
I really want to get this work done.,Mi ha work complete karaycha ahe.
I really wish I knew how to do that.,Mi really wish karto ki te kasa karayche te mahit asht.
I regret having neglected my health.,Mi majhi health neglect kelichi regret karto.
I regret not having kept my promise.,Mi promise nahi thevle te regret karto.
I regret saying that you were wrong.,Mi tu wrong hota ase mhantle te regret karto.
I regret that I did not work harder.,Mi harder work nahi kela te regret karto.
I remember hearing this tune before.,Mi hi tune aata agodi aiku ahe.
I remember seeing you all somewhere.,Mi tumhala sagla kahi jagah pahile.
I saw Tom dancing with another girl.,Mi Tom la dusrya mulgi barobar nachat astana pahile.
I saw an old woman cross the street.,Mi ek old woman la street cross karat pahile.
I saw him walking alone in the park.,Mi tyala park madhe ekta walk kartana pahile.
I saw the man knocked down by a car.,Mi mhanus la car ne dhakhalay asay pahile.
I should get to Boston by lunchtime.,Mi lunchtime paryant Boston la pahunchayla havay.
I should go home and get some sleep.,Mi gharat jauun thoda rest ghyayla hava.
I should probably not be doing this.,Mi probably ha karaycha nahi.
"I should've done that, but I didn't.","Mi te kela pahije hota, pan nahi kela."
I should've expected that to happen.,Mi te hote ki te hone pahije hota.
I shouldn't have gotten up so early.,Mi itka early nahi uthat.
I spent last Sunday reading a novel.,Mi pichla Sunday novel vachane spend kela.
I spent the weekend with my friends.,Mi weekend majhya friends barobar ghalawla.
I spent two hours playing the piano.,Mi don ghante piano vagayla spend kela.
I spilled coffee on your tablecloth.,Mi tumchya tablecloth var coffee vachawla.
I stayed at home because I was sick.,Mi gharat rahlay karan mi sick hota.
I steered clear of sensitive topics.,Mi sensitive topics pasun distay.
I still have a lot of pages to read.,Mi ajun khup pages vachayache ahe.
I still say we should've helped Tom.,Mi ajun hi mhanto ki aplya Tom la madat keli pahije hota.
I studied hard when I was in school.,Mi school madhe hard study kela.
I suppose everyone thinks I'm crazy.,Mi suppose karto ki sagle mala pagal samjat ahet.
I suppose you want to use my office.,Mi suppose karto ki tumhi majha office vaprayla iccha ahe.
I take it that we are to come early.,Mi assume karto ki aapan early yeu.
I talked him into selling his house.,Mi tyala tyachi house sell karayla manavla.
I taught Tom French for three years.,Mi Tom la teen varsh French shikawla.
I taught my girlfriend how to drive.,Mi majhi girlfriend la drive karnar shikawla.
I think I'm in trouble with my wife.,Mi vichar karto ki mi majhi wife barobar trouble madhe ahe.
I think I've seen this movie before.,Mi vichar karto ki mi ha movie agodi pahila ahe.
I think Tom could make a difference.,Mi vichar karto ki Tom difference karu shakto.
I think Tom needs medical attention.,Mi vichar karto ki Tom la medical attention lagel.
I think Tom said he was from Boston.,Mi vichar karto ki Tom ne Boston pasun ahe mhantla.
I think it's going to be a nice day.,Mi vichar karto ki ajcha divas changa asel.
I think it's sad to have no friends.,Mi vichar karto ki friends na honyachi sad ahe.
I think it's time for me to move on.,Mi vichar karto ki move on karaycha vel ahe.
I think perhaps you should call Tom.,Mi vichar karto ki kiva tumhi Tom la call karaycha havay.
I think that fact is very important.,Mi vichar karto ki te fact khup important ahe.
I think that recording is important.,Mi vichar karto ki recording important ahe.
I think we should do this together.,Mi vichar karto ki aapan he sagla milun karayche.
I thought I heard you say something.,Mi vichar kela ki mi tumhala kahi mhantay asay aiku.
I thought I saw her at the party.,Mi vichar kela ki mi tyala party madhe pahile.
I thought Tom might be in trouble.,Mi vichar kela ki Tom trouble madhe asu shakto.
I told Tom not to be late.,Mi Tom la late honayacha nahi mhantla.
I took a deep breath before speaking.,Mi bolaycha aadi ek deep breath ghetla.
I took my time to finish the work.,Mi work complete karayla samay ghetla.
I understand your point of view.,Mi tumchya point of view samjun ghetla.
I understand why he did that.,Mi samjun ghetla ki to te kasha sathi kela.
I used to live in Tokyo.,Mi Tokyo madhe rahato hote.
I used to like her a lot.,Mi tichya goshti khoop avadta hoti.
I want a knife to cut the rope with.,Mi rope cut karayla ek knife havi ahe.
I want to go back to the way it was.,Mi jase hota te jave aichha ahe.
I want to know exactly what you did.,Mi exactly tumhi kay kela te mahit karaycha ahe.
I want you to leave my family alone.,Mi tumhala majha family la chhodayla manato.
I wish nothing but the best for you.,Mi tumcha best ichchha karto.
I will never tell a lie from now on.,Aata pasun mi kadhi pan lie nahi mhanto.
I will wait for you at the bus stop.,Mi bus stop var tumcha wait karen.
I wouldn't touch that if I were you.,Mi tumhi ashtay tar te touch nahi kela.
I'd like to ask you a few questions.,Mi tumhala kahi questions vicharayla iccha karto.
I'd like to reserve a table for two.,Mi don jana sathi table reserve karayla iccha karto.
I don't pretend to understand women.," ""Mi naahi samajto ki mahilanshi kai hota."""
I don't read this kind of book much.," ""Mi ase pustake kadhi read kart nahi."""
I don't really know what that means.," ""Mi kharach nahi mahit ki te kai arthat."""
I don't really know what this means.," ""Mi kharach nahi mahit ki he kai arthat."""
I don't remember any of their names.," ""Mi tyanchya naav kashaahi smarato nahi."""
I don't remember anything happening.," ""Mi kashich zhalay ahe asa smarato nahi."""
I don't remember mailing the letter.," ""Mi patra post kele ki nahi yaad nahi."""
I don't remember where I put my key.," ""Mi mazi chavi kuthay thevli yaad nahi."""
I don't see any footprints anywhere.," ""Mi kahi chappalcha padcha mark anywhere nahi paat."""
I don't see how you can ignore this.," ""Mi kasya prakar tu he ignore karu shaktos yacha samajto nahi."""
I don't think I can do this anymore.," ""Mi asha vichar karto ki mi he aathavik karu shakat nahi."""
I don't think I can walk any faster.," ""Mi asha vichar karto ki mi aathavik walk nahi karu shakat."""
I don't think Tom will believe Mary.," ""Mi asha vichar karto ki Tom Mary par vishwas nahi karnaar."""
I don't think about you in that way.," ""Mi tya prakare tujha vichar karto nahi."""
I don't think he is fit for the job.," ""Mi asha vichar karto ki to job sarkha nahi."""
I don't think we've been introduced.," ""Mi asha vichar karto ki aapan parichit zale nahi."""
I don't understand what Tom told us.," ""Mi samajto nahi ki Tom ne aamchya katha kele."""
I don't understand what's happening.," ""Mi samajto nahi ki kay hotay ahe."""
I don't want to do that without you.," ""Mi tujha shivay he nahi karaycha."""
I don't want to drink anything cold.," ""Mi cold kayi nahi piyaycha."""
I don't want to hear about it again.," ""Mi itar ekda nahi aikecha."""
I don't want to spend more than $10.," ""Mi 10 dollars pasun adhik spend nahi karaycha."""
I doubt Tom really needs to do that.," ""Mi vishwas nahi ki Tom la kharach he karaycha aahe."""
I doubt that's what really happened.," ""Mi vishwas nahi ki he kharach jhalay."""
I doubt there's anyone following me.," ""Mi vishwas nahi ki koni mala follow kartay."""
I eat my breakfast at seven o'clock.," ""Mi subha saat vaje breakfast kartoy."""
I expect he'll pass the examination.," ""Mi apeksha karto ki to examination pass karil."""
I expected you to be here for lunch.," ""Mi apeksha karto ki tu lunch sathi ithe asel."""
I failed to recall the song's title.," ""Mi geetache title smarane failed jale."""
I feel bad about ruining your party.," ""Mi tuzya party vadhaun dilyamule kharab feel karto."""
I feel like I'm forgetting something.," ""Mala asa vattay ki mi kahi visrala aahe."""
I fell in love in an unlikely place.," ""Mi ek asha sthalavar premat padlo."""
I felt a light touch on my shoulder.," ""Mi mazy varna ek haluka touch feel kela."""
I felt like I really belonged there.," ""Mala asa vattay ki mi kharach tithay belong karto."""
I figure it'll take one or two days.," ""Mi figure karto ki ek ya do divas lagnaar."""
I figured that would make you laugh.," ""Mi figure karto ki he tujha hasavayla."""
I figured you must be hungry by now.," ""Mi figure karto ki tu aathavik hungry asel."""
I finally caught up with my friends.," ""Mi akherat mazy mitran la catch up kela."""
I find it difficult to believe that.," ""Mi te vishwas karne kathin mhanato."""
